C9319	QQ	QQ手机版，致力于打造欢乐无限的沟通、娱乐与生活体验——乐在沟通15年，聊天欢乐8亿人！
C5683	微信	应用介绍：
C27162	华为应用市场	新版本特性：
C36902	WiFi万能钥匙	WiFi万能钥匙是基于分享经济模式而推出的免费上网服务。通过云计算技术，将热点主人分享的闲置WiFi资源进行利用，帮助更多的人上网。用户无论身处何地…
C10060708	华为支付	应用为华为钱包支付服务插件，无桌面图标，如需进行花币充值、银行卡管理、查询账单及体验其他钱包功能，请安装“华为钱包”。华为支付内包含零钱、花币、信用卡…
C10021449	音乐	华为音乐是华为手机上内置的系统音乐播放器，旨在为用户提供一站式的音乐体验服务。无需安装第三方音乐软件，即可享受来自互联网的海量音乐资源。
C21976	UC浏览器	全新UC，遇见所爱，5亿用户共同选择；千家媒体入驻，资讯更丰富，内容更全面。  
C10067631	华为手机服务	激活华为会员，立享精彩权益！
C10132067	华为帐号	使用华为帐号登录后，您将可以使用这台设备的华为云服务、应用市场、华为商城、花粉俱乐部、游戏中心（包含下载的游戏）、手机服务、钱包及更多服务。你可以在以…
C3382	百度地图	5亿人都在用的百度地图
C10055832	华为文件管理	【软件介绍】 
C7166	微博	随时随地发现新鲜事！微博带你欣赏世界上每一个精彩瞬间，了解每一个幕后故事。分享你想表达的，让全世界都能听到你的心声。
C34075	手机淘宝	打开淘宝领金币-人人有份
C20911	高德地图	高德地图---中国专业的手机地图，超过5亿用户正在使用！高德地图拥有全面精准的地点信息，特色语音导航、智能路线规划；省流量、耗电低、空间占用小、体验流畅…
C5373	支付宝	新注册，即得最高68元！
C32569	优酷	【优酷重磅独播】
C10049053	华为商城	【华为商城客户端 我的掌上购机神器】
C5206	美团团购	【超值活动】
C2002	爱奇艺	《奔跑吧兄弟4》首播 - 每周五与你相约！
C121553	WPS Office	崭新界面设计全面开启，操作得到更大幅度的提高和优化
C29156	腾讯视频	【精彩内容，现在就要】
C57236	今日头条	今天，看今日头条
C10059090	华为游戏中心	华为游戏中心是华为公司提供的安卓游戏下载平台，所有游戏都经过专业的测评团队层层检测，为您推荐最安全质量最高的游戏内容，
C66323	华为备份	【软件介绍】
